,word1,word2,label
214,ординарный,ординарческий,1
215,действие,главный,0
216,скобчатый,скобочный,1
217,зубастый,оформительный,0
218,вешала,поместиться,0
219,добровольный,добровольческий,1
220,склочнический,безгласный,0
221,вымысел,наследный,0
222,чародейский,терпеливость,0
223,однокорневой,прозаичный,0
224,обезножить,корневой,0
225,осветлитель,осветитель,1
226,вдовый,вдовий,1
227,реалистический,реалистичный,1
228,холопский,негласный,0
229,стяжательский,кулачный,0
230,старинный,старый,1
231,маслянистый,целый,0
232,допущение,тяжкий,0
233,сметливый,атавистический,0
234,жизненный,вольный,0
235,праздничный,праздный,1
236,отписка,доминантный,0
237,прибавить,добавить,1
238,доходить,заходить,1
239,темь,тень,1
240,гнездовье,гнездо,1
241,зернистый,гуманизм,0
242,малахитовый,малахитный,1
243,безумство,подделка,0
244,неограниченный,безграничный,1
245,примотать,негласный,0
246,поспешливый,тактичный,0
247,чувственный,чувствительный,1
248,выжидающий,дрогнуть,0
249,происки,группировка,0
250,временный,автобиографический,0
251,веселеть,веселить,1
252,сапожный,сапожничий,1
253,изыскательный,драматический,0
254,садовнический,садовничий,1
255,фантастичный,фантастический,1
256,ритмический,ритмичный,1
257,расчётный,разночинный,0
258,вывёртываться,увёртываться,1
259,гарант,видение,0
260,морозный,обязать,0
261,крючкотворский,праздничный,0
262,демократический,демократичный,1
263,добавка,надбавка,1
264,производственный,производный,1
265,леденить,метафизичный,0
266,цвета,цветы,1
267,побуждать,доверительный,0
268,графичный,стрелчатый,0
269,словесный,чудаческий,0
270,бывший,доминантный,0
271,бездельница,цикличный,0
272,наполнить,отметка,0
273,гордыня,гордость,1
274,животный,живой,1
275,вздеть,декларативный,0
276,отряхнуть,концепт,0
277,обвинительский,обвинительный,1
278,педагогический,педагогичный,1
279,идеалистистический,истеричный,0
280,воспитательский,мелодия,0
281,дарёный,искательский,0
282,зеленить,зеленеть,1
283,изыскательский,изыскательный,1
284,строительный,строительский,1
285,осудить,обсудить,1
286,червить,самодурный,0
287,каменистый,каменный,1
288,ироничный,узорный,0
289,вера,доверие,1
290,гармония,дисгармония,1
291,варёный,безответный,0
292,действо,действие,1
293,безделица,бездельница,1
294,автобиографичный,ловчий,0
295,стрелчатый,реабилитированный,0
296,зимовник,гигиенический,0
297,бывший,бывалый,1
298,докучливый,докучный,1
299,ироничный,иронический,1
300,мистический,мистичный,1
301,обвинительный,обвинительский,1
302,однокоренной,высотный,0
303,языковой,языковый,1
304,рогатый,рогастый,1
305,клеёночный,клеёнчатый,1
306,вспыльчивость,угодно,0
307,драматический,коптеть,0
308,хвостистский,публицистичный,0
309,производный,доверительность,0
310,дефективный,приютский,0
311,новация,акселератор,0
312,чеканочный,чеканный,1
313,личный,личностный,1
314,стяжательный,стяжательский,1
315,вариант,инвариант,1
316,доминантный,доминантовый,1
317,удачно,деловитый,0
318,сопротивляемость,сопротивление,1
319,поверка,упадочнический,0
320,школьный,добавить,0
321,ненавистнический,художнический,0
322,рыболовецкий,рыболовный,1
323,узорчатый,узорный,1
324,иждивенчество,иждивенство,1
325,безумие,безумство,1
326,стеклянный,стекольный,1
327,англиканский,законодательный,0
328,формант,формат,1
329,незаметливый,чубастый,0
330,рыбий,неприглядный,0
331,хозяйский,тюленевый,0
332,опечатать,крючкотворский,0
333,приглядливый,заразительный,0
334,проповедничий,ребячий,0
335,широкий,бедный,0
336,керосиновый,шляпочный,0
337,крючкотворный,крючкотворский,1
338,жабий,зубной,0
339,огреть,опасливо,0
340,эскалатор,экскаватор,1
341,конный,комфортный,0
342,доверие,доверительность,1
343,подписать,выписать,1
344,возмущённый,пьянить,0
345,добычливый,добычный,1
346,отписка,описка,1
347,дудчатый,дудочный,1
348,вязаться,отмета,0
349,демобилизировать,мобилизировать,1
350,демонстрационный,азартность,0
351,экскаватор,эскалатор,1
352,продуктивный,продуктовый,1
353,Ганнибал,каннибал,1
354,вафельница,вафельщица,1
355,шумный,шумовой,1
356,вымысел,благоустроенность,0
357,обезлюдить,обезлюдеть,1
358,единичный,непонятливо,0
359,сломленный,сломанный,1
360,досадливо,покупательский,0
361,осветить,остатки,0
362,желательный,вбить,0
363,распутница,распутица,1
364,угодливый,дарственная,0
365,кормильщица,кормилица,1
366,жизненный,житейский,1
367,благодарный,настигать,0
368,атавистический,атавистичный,1
369,приветный,приветственный,1
370,цепенить,цепенеть,1
371,тяготить,тяготеть,1
372,симпатический,Атлантида,0
373,подбородок,камчатный,0
374,охладить,нетерпимо,0
375,просёлок,посёлок,1
376,чудной,чудный,1
377,вакхальный,вакханальный,1
378,поиски,диалектизм,0
379,автономия,зеленеть,0
380,звучный,строительный,0
381,охотливо,поворотливый,0
382,кожный,кожаный,1
383,искательский,поспешный,0
384,регенерация,дегенерация,1
385,аристократичный,отбойщик,0
386,добычливый,двурушный,0
387,удачливый,безграничный,0
388,плавни,дудочный,0
389,законодательный,ироничный,0
390,дружественный,дружеский,1
391,юмористка,юмореска,1
392,производный,подбородок,0
393,меланхоличный,пионерский,0
394,маслянистый,масляный,1
395,политичный,деспотический,0
396,типичный,типический,1
397,приютный,приютский,1
398,осветитель,чеканочный,0
399,элегический,пластический,0
400,булавочный,зубной,0
401,гусячий,гашенный,0
402,классный,классовый,1
403,поедем,коренной,0
404,дар,комфортабельный,0
405,угодливый,угодный,1
406,хищный,хищнический,1
407,распутица,распутница,1
408,царственный,ограниченность,0
409,критичный,представить,0
410,атака,сбитый,0
411,флегматичный,вывёртываться,0
412,дипломатический,тесёмочный,0
413,грубеть,обезденежеть,0
414,прозаический,прозаичный,1
415,дармоедный,дармоедский,1
416,репрессия,расчётливый,0
417,заглавный,критический,0
418,полнеть,полнить,1
419,варочный,варкий,1
420,фактичный,фактический,1
421,обличительный,предоставление,0
422,церковничий,церковнический,1
423,простец,оппортунистический,0
424,керосинный,игорный,0
425,дымный,дымовой,1
426,оцепенеть,оцепенить,1
427,внеклассный,внеклассовый,1
428,охотливо,грамматичный,0
429,рождать,рожать,1
430,испытательный,удачливый,0
431,юмористичный,оклик,0
432,возмутительный,возмущённый,1
433,охотно,тяготеть,0
434,булавочный,грубить,0
435,стихотворный,стихотворческий,1
436,завидный,непонятливо,0
437,коллекторный,коллекторский,1
438,антрацитовый,разместить,0
439,мелодика,мелодия,1
440,подпяточник,гласность,0
441,сталагмит,ординарческий,0
442,высший,вышний,1
443,грецкий,греческий,1
444,бесчувственность,разливочный,0
445,обсудить,осудить,1
446,подача,выдача,1
447,вообще,в общем,1
448,интернет,клеёночный,0
449,достоинство,звучный,0
450,кондукторный,хищный,0
451,метафизичный,дождливый,0
452,жалостливо,седельчатый,0
453,демократия,демократичность,1
454,взвесить,поедем,0
455,фиеста,живительный,0
456,ремесленный,чувственный,0
457,ограниченность,гашенный,0
458,камчатный,инородческий,0
459,цветастый,цветистый,1
460,жавороночий,демонстрационный,0
461,взыскательный,оппортунистичный,0
462,величина,оговорка,0
463,доверительный,угодливый,0
464,мифический,мифичный,1
465,помета,пометка,1
466,ребристый,ребрастый,1
467,на дыбы,дыбом,1
468,чудный,чудной,1
469,заводной,заводской,1
470,барский,чудацкий,0
471,старательный,старательский,1
472,лавочнический,лавочный,1
473,великанский,великаний,1
474,экспонат,болотистый,0
475,дыбом,на дыбы,1
476,владеть,обладать,1
477,кабинетный,трубчатый,0
478,кожный,отграничить,0
479,интранет,духовой,0
480,догматический,обеднеть,0
481,прожигательский,пакостливый,0
482,угодно,темнить,0
483,пастель,защитительный,0
484,законодательный,законодательский,1
485,словесный,дипломатический,0
486,оболванить,ябедливый,0
487,исходный,исходящий,1
488,сочинительский,сочинительный,1
489,законодательный,докучно,0
490,доходчивый,взвалить,0
491,вольный,стеклянный,0
492,звериный,волосатый,0
493,лесной,раздражительность,0
494,полировочный,чеканный,0
495,рогатый,новация,0
496,апокрифический,апокрифичный,1
497,заблудиться,заблуждаться,1
498,интранет,интернет,1
499,элегический,воскрешать,0
500,бездельница,графический,0
501,поместиться,фактический,0
502,длинный,длительный,1
503,мелкотравный,мелкотравчатый,1
504,дудочный,притягательный,0
505,гончарный,гончарский,1
506,зловещий,шляпочный,0
507,довольствие,довольство,1
508,обрывок,оживлять,0
509,конъюнктура,пенсионер,0
510,спасательный,спасительный,1
511,экономичный,невежда,0
512,почтенный,почтительный,1
513,оглупить,существо,0
514,пансионер,переливочный,0
515,понятный,понятливый,1
516,охотливо,непонятный,0
517,дефектный,крокодиловый,0
518,отборный,отборочный,1
519,блудить,заводской,0
520,обстоятельный,обстоятельственный,1
521,дождевой,дождливый,1
522,командированный,командировочный,1
523,гармонический,гармоничный,1
524,крестный,крёстный,1
525,гарант,отчётливый,0
526,взбитый,сбитый,1
527,уклонение,отклонение,1
528,венец,чубастый,0
529,оглупить,оглупеть,1
530,виноватый,вздохнуть,0
531,оделить,раскольничий,0
532,идеалистичный,идеалистистический,1
533,холодить,холодеть,1
534,дар,добровольческий,0
535,экзерциции,экзерсисы,1
536,пергаменный,оклик,0
537,распутница,подвижнический,0
538,рыбный,рыбий,1
539,собственнический,добрый,0
540,ловкий,обвинительский,0
541,малопонятный,Ганнибал,0
542,вековой,леденить,0
543,добротный,добрый,1
544,коричневый,действительный,0
545,чиновницкий,восприемник,0
546,переродиться,переродниться,1
547,ближний,близкий,1
548,венерический,венерологический,1
549,бобёр,доминантный,0
550,полированный,наёмный,0
551,пророчественный,избирательский,0
552,гидрант,гидрат,1
553,законодательский,пуганый,0
554,обрывочный,обрывчатый,1
555,скрытый,скрытный,1
556,леденеть,леденить,1
557,горделивый,знамя,0
558,шутливый,крючкотворский,0
559,затруднённый,отборник,0
560,эффектный,эффективный,1
561,приглядливый,сытый,0
562,абонент,мистический,0
563,простудный,изуверный,0
564,отплатить,оплатить,1
565,представительский,представительный,1
566,сборочный,расчётный,0
567,обвинительский,ковочный,0
568,пастушонок,пастушок,1
569,метод,акулий,0
570,шелковый,живой,0
571,двойняшки,бедняга,0
572,существо,сущность,1
573,автобиографический,автобиографичный,1
574,советчик,советник,1
575,идиотичный,идиотический,1
576,элитарный,элитный,1
577,прозаичный,дармоедный,0
578,фанатичный,фанатический,1
579,безответный,безответственный,1
580,спусковой,кулацкий,0
581,антагонистичный,антагонистический,1
582,человечный,человеческий,1
583,дедушкин,дедовский,1
584,вассальный,вассальский,1
585,циничный,воскресенье,0
586,отречение,отрешение,1
587,травматологический,правительский,0
588,спусковой,спускной,1
589,ненавистнический,всяческий,0
590,вышний,проследовать,0
591,конъектура,постричь,0
592,командировочный,командированный,1
593,опечатки,выбор,0
594,пророческий,пророчественный,1
595,кондукторский,вступить,0
596,чубастый,чубатый,1
597,изучить,выучить,1
598,будний,будничный,1
599,потребительский,потребительный,1
600,ломать,иноверный,0
601,атака,обезземелеть,0
602,тактичный,тактический,1
603,церковничий,обессилеть,0
604,формат,формант,1
605,дефективный,методический,0
606,начертить,начертать,1
607,широтный,широкий,1
608,изысканный,взыскательный,1
609,настоятельный,настоятельский,1
610,благотворительный,благотворный,1
611,глиняный,этичный,0
612,архаичный,архаический,1
613,техничный,технический,1
614,вздохнуть,ошейник,0
615,шершавить,диктант,0
616,масличный,масленый,1
617,вымысел,измышление,1
618,освоить,газовик,0
619,зеленеть,оппортунистический,0
620,оболванеть,оболванить,1
621,охватить,керосиновый,0
622,рыбий,волнительный,0
623,сводчатый,сводный,1
624,единообразие,драматичный,0
625,испытательный,испытательский,1
626,ребрастый,осветить,0
627,бунтарь,бунтовщик,1
628,земной,земляной,1
629,пылкость,ароматичный,0
630,разместить,метод,0
631,концепт,обессилеть,0
632,червить,аритмический,0
633,настигать,достигать,1
634,особый,глубокий,0
635,хозяйственный,хозяйский,1
636,стихотворческий,вбежать,0
637,близкий,ближний,1
638,сущность,существо,1
639,варкий,зеленеть,0
640,фабрикат,фабрикант,1
641,аритмичный,аритмический,1
642,гашёный,гашенный,1
643,яловый,яловочный,1
644,взвалить,мелодический,0
645,деловитый,деловой,1
646,историчный,взбить,0
647,особый,яростный,0
648,отклонение,уклонение,1
649,обезлюдить,болотный,0
650,просветительский,просветительный,1
651,гостиничный,гостинный,1
652,начертать,высший,0
653,легальный,ответственный,0
654,житейский,жизненный,1
655,вегетативный,хищный,0
656,подрядческий,премьерный,0
657,пометка,помета,1
658,отряхнуть,шелковый,0
659,величие,величина,1
660,дедовский,дедушкин,1
661,огреть,обогреть,1
662,пополнить,наполнить,1
663,динамический,динамичный,1
664,именитый,именной,1
665,оборотный,оборотливый,1
666,белить,белеть,1
667,охладеть,аккордный,0
668,понедельничный,будний,0
669,лобовой,цветастый,0
670,меланхолический,меланхоличный,1
671,антагонистический,антагонистичный,1
672,душевность,духовность,1
673,ябедный,пылкость,0
674,ветряной,ветровой,1
675,двоякий,академичный,0
676,хищный,грибное,0
677,демократичность,демократия,1
678,бедный,бедственный,1
679,бедняга,обличительный,0
680,дегенерация,талан,0
681,фактический,умный,0
682,безграмотный,неграмотный,1
683,в общем,решимость,0
684,зерновой,вскрытие,0
685,аритмический,аритмичный,1
686,собственный,досадный,0
687,телевизионщик,лирник,0
688,гарантированный,гарантийный,1
689,глупить,глупеть,1
690,гражданственный,динамический,0
691,порумянить,порумянеть,1
692,игорный,старательский,0
693,озлеть,озлить,1
694,приветный,бородатый,0
695,информативный,информационный,1
696,исторический,великаний,0
697,дармоедный,гашёный,0
698,сапожный,тягостно,0
699,прожигательский,прожигательный,1
700,дегенерация,регенерация,1
701,диалектизм,диалект,1
702,дипломатика,дипломатия,1
703,юродивый,юродливый,1
704,Антарктика,мелкотравный,0
705,вассальный,централизованный,0
706,луковый,надбавка,0
707,женский,кулачный,0
708,действительный,червиветь,0
709,восполнить,заполнить,1
710,высветить,абстракция,0
711,сочинительный,желтеть,0
712,эфемерный,информационный,0
713,вешалка,пометка,0
714,знамение,знамя,1
715,обезглаветь,эффектный,0
716,в одиночестве,наедине,1
717,длительный,длинный,1
718,бродяжий,дисгармония,0
719,крокодиловый,крокодилий,1
720,войти,взойти,1
721,восприемник,чудаческий,0
722,вассальский,логический,0
723,раскольнический,реабилитационный,0
724,анархичный,анархический,1
725,человеческий,швейцар,0
726,самодурский,самодурный,1
727,гуманистический,разместиться,0
728,осуждение,обсуждение,1
729,Камчатский,конский,0
730,затруднённый,затруднительный,1
731,сетчатый,сеточный,1
732,угодливый,воинственный,0
733,ритмичный,кожаный,0
734,эстетичный,опытнический,0
735,отклоняться,уклоняться,1
736,дружеский,гордый,0
737,барский,лобовой,0
738,керосиновый,керосинный,1
739,атака,наедине,0
740,обрывчатый,обрывочный,1
741,увеселительный,весёлый,1
742,фантазёрство,фантазирование,1
743,атавистичный,атавистический,1
744,действительный,действенный,1
745,чародейный,конфузливый,0
746,безответственный,комичный,0
747,вороний,вороновый,1
748,демократичность,чиновничий,0
749,унизительный,униженный,1
750,раковый,рачий,1
751,рисуночный,рисунчатый,1
752,производительность,производство,1
753,псарный,псарский,1
754,пастушок,головешки,0
755,дефектный,жавороночий,0
756,солярный,полнить,0
757,связываться,вязаться,1
758,барский,движитель,0
759,иронический,ироничный,1
760,двойной,двоичный,1
761,английский,азартность,0
762,обезножить,обезножеть,1
763,знамя,знамение,1
764,веселеть,обвязать,0
765,яловый,диалектизм,0
766,подстричь,исходный,0
767,обезденежить,обезденежеть,1
768,гигиеничный,черстветь,0
769,проблемный,накрапывать,0
770,пристойно,седельчатый,0
771,бесчувствие,бесчувственность,1
772,прожигательный,прожигательский,1
773,виноватый,вышний,0
774,проследовать,морозный,0
775,гарантированный,чеканочный,0
776,чубатый,чубастый,1
777,борзой,здравница,0
778,идиотический,беззаконность,0
779,безгласный,негласный,1
780,блистать,блестеть,1
781,изначально,съёмочный,0
782,блудить,блуждать,1
783,заходить,талан,0
784,придворный,натуралистичный,0
785,проследовать,последовать,1
786,гарантийный,исток,0
787,двинуть,зубатый,0
788,ароматический,ароматичный,1
789,представиться,преставиться,1
790,коричный,неврастеничный,0
791,поручительный,съёмочный,0
792,завоевательный,коллекторский,0
793,венерологический,венерический,1
794,Финско-,глупеть,0
795,различный,наедине,0
796,летательный,почтенный,0
797,полемичный,чувствительный,0
798,клеёнчатый,молодеть,0
799,декларативный,декларационный,1
800,интеллигентский,интеллигентный,1
801,безыскусный,безыскусственный,1
802,самодурский,глупить,0
803,снискать,сыскать,1
804,протрезвить,протрезветь,1
805,собственный,собственнический,1
806,безголосный,звуковой,0
807,перетерпеть,претерпеть,1
808,купальник,стихотворный,0
809,автономия,автономность,1
810,абонемент,обстоятельный,0
811,вырастить,нарастить,1
812,трубочный,трубчатый,1
813,информация,информированность,1
814,популистский,популярный,1
815,личный,абонемент,0
816,обладать,костный,0
817,пакостный,пакостливый,1
818,проглотить,безделица,0
819,осветлитель,кокотка,0
820,ароматический,варкий,0
821,сладостно,цвета,0
822,побуждать,возбуждать,1
823,циничный,цинический,1
824,индийский,индейский,1
825,стать,ковкий,0
826,червиветь,червить,1
827,искательный,апокрифический,0
828,элегичный,экранировать,0
829,охладить,охладеть,1
830,тюленевый,охладить,0
831,цепенеть,активизировать,0
832,лирник,лирик,1
833,обезрыбить,дельфиний,0
834,инвариант,седельный,0
835,отговорка,ненаглядный,0
836,синеть,акселерат,0
837,представиться,кожаный,0
838,запасный,запасливый,1
839,дипломатия,приметный,0
840,особый,соседний,0
841,мужицкий,мужичий,1
842,досадливо,досадно,1
843,беззаконность,беззаконие,1
844,Антарктика,Арктика,1
845,метафизичный,метафизический,1
846,черви,главный,0
847,ответный,сочинительский,0
848,психологический,психологичный,1
849,обесплодить,редеть,0
850,декорационный,декоративный,1
851,беззаконие,добровольческий,0
852,ковкий,слоновий,0
853,прожигательский,работник,0
854,обессилеть,вдовий,0
855,купальщик,хлебопашенный,0
856,усвоить,освоить,1
857,докучливый,духовой,0
858,деспотичный,деспотический,1
859,черкешенка,простец,0
860,исток,источник,1
861,вначале,прибавить,0
862,учредительный,учредительский,1
863,игральный,лирник,0
864,лирик,обидчивый,0
865,отпечатки,опечатки,1
866,впрыгнуть,непроницательный,0
867,озолотеть,озолотить,1
868,венерологический,яблоневый,0
869,злобный,сапожный,0
870,обделить,травматологический,0
871,червить,червиветь,1
872,мудрить,мудреть,1
873,черви,червы,1
874,благоустроенность,благоустройство,1
875,начертать,городничий,0
876,конский,конный,1
877,вклад,вакхальный,0
878,критичный,черепаший,0
879,аристократичный,аристократический,1
880,геройский,героический,1
881,обжорный,сеточный,0
882,гордость,разливочный,0
883,одинокий,реалистический,0
884,сбитый,взбитый,1
885,чеканочный,заразный,0
886,посёлок,просёлок,1
887,купальник,приветный,0
888,действенный,действительный,1
889,подвижнический,подвижный,1
890,воинский,военный,1
891,городничий,городовой,1
892,нарастить,разместить,0
893,водяной,досадливый,0
894,стихотворческий,встать,0
895,дифференцированный,дифференциальный,1
896,мелодраматичный,мелодраматический,1
897,вакханальный,вакхальный,1
898,обвязать,упадочный,0
899,жилищный,жилой,1
900,бывалый,бывший,1
901,фантазирование,фантазёрство,1
902,обессилеть,обессилить,1
903,жалостливый,взрослить,0
904,блудить,достойно,0
905,домоправление,домоуправление,1
906,притязательный,завидный,0
907,оформительный,оформительский,1
908,языковый,языковой,1
909,ритмичный,ритмический,1
910,сводчатый,дудочный,0
911,крючкотворский,крючкотворный,1
912,истеричный,ближний,0
913,удвоенный,сдвоенный,1
914,отборщик,отборник,1
915,Арктика,сталагмит,0
916,декларационный,декларативный,1
917,червы,черви,1
918,аристократичный,одеть,0
919,обсуждение,осуждение,1
920,живительный,живучий,1
921,великий,водяной,0
922,духовность,изыскательский,0
923,цветной,дефективный,0
924,Атлантика,аспират,0
925,адресант,адресат,1
926,произвольный,вольный,1
927,последовать,сущность,0
928,опечатать,отпечатать,1
929,раскрытие,вскрытие,1
930,малоудачный,сетчатый,0
931,патриотичный,патриотический,1
932,волнующий,волнительный,1
933,леденеть,крашеный,0
934,жавороночный,озлить,0
935,опасно,опасливо,1
936,фен,фён,1
937,вспыльчивость,соседский,0
938,хозяйский,мужичий,0
939,накрапывать,воскресать,0
940,оболванить,проделка,0
941,приметный,приметливый,1
942,рожать,иструхляветь,0
943,демобилизировать,склочный,0
944,ковочный,ковкий,1
945,масленый,безответственный,0
946,широкий,широтный,1
947,городовой,шумовой,0
948,аспират,эстетический,0
949,статический,статичный,1
950,гончарский,белить,0
951,жалостливый,жалостный,1
952,временщик,апокрифичный,0
953,стрелочный,злобный,0
954,беглец,героический,0
955,графичный,наедине,0
956,сатиричный,сатирический,1
957,черствить,астронавт,0
958,нафталан,автономия,0
959,взбежать,вассальный,0
960,комичный,комический,1
961,хищнический,хищный,1
962,нетерпимо,нестерпимо,1
963,сталагмит,шершавить,0
964,атака,метафизический,0
965,злой,добавить,0
966,игривый,безответный,0
967,подбор,выбор,1
968,огреть,незаметный,0
969,антипедагогичный,тяготеть,0
970,дармоедский,дармоедный,1
971,рыболовецкий,приглядный,0
972,обессилеть,искательный,0
973,жабный,жабий,1
974,складной,перепончатый,0
975,отряхнуть,стряхнуть,1
976,ледяной,интеллигентный,0
977,вариант,могильник,0
978,дерзать,дерзить,1
979,лавочнический,усатый,0
980,собирательный,собирательский,1
981,досадный,досадливый,1
982,эстетичный,вклад,0
983,шумовой,добрый,0
984,аристократический,аристократичный,1
985,заразительный,заразный,1
986,наблюдательский,достоинство,0
987,покорный,абстрактность,0
988,вклад,незаметный,0
989,надувательский,сыто,0
990,угодный,эфемерный,0
991,поэтический,пополнить,0
992,ввалить,тюлений,0
993,шляпочный,совестливо,0
994,обессилить,обессилеть,1
995,пьянеть,пьянить,1
996,ковочный,технологичный,0
997,живучий,стрелок,0
998,парламентский,парламентёрский,1
999,возмущённый,возмутительный,1
1000,малоудачный,динамичный,0
1001,пансионер,густить,0
1002,пакостливый,пакостный,1
1003,докучный,докучливый,1
1004,штурмовщик,штурмовик,1
1005,гоночный,изнашиваемость,0
1006,российский,русский,1
