,word1,word2,label
334,гадальный,гадательный,1
335,гадательный,гадальный,1
336,газовик,газовщик,1
337,газовщик,газовик,1
338,гарант,гарантия,1
339,гарантия,гарант,1
340,гарантийный,гарантированный,1
341,гарантированный,гарантийный,1
342,гармонический,гармоничный,1
343,гармоничный,гармонический,1
344,гармония,дисгармония,1
345,дисгармония,гармония,1
346,гашенный,гашёный,1
347,гашёный,гашенный,1
348,генеральный,генеральский,1
349,генеральский,генеральный,1
350,героизм,героика,1
351,героика,героизм,1
352,героический,геройский,1
353,геройский,героический,1
354,гигиенический,гигиеничный,1
355,гигиеничный,гигиенический,1
356,гидрант,гидрат,1
357,гидрат,гидрант,1
358,главный,заглавный,1
359,заглавный,главный,1
360,гласность,огласка,1
361,огласка,гласность,1
362,глинистый,глиняный,1
363,глиняный,глинистый,1
364,глубинный,глубокий,1
365,глубокий,глубинный,1
366,глупеть,глупить,1
367,глупить,глупеть,1
368,гневливый,гневный,1
369,гневный,гневливый,1
370,гнездо,гнездовье,1
371,гнездовье,гнездо,1
372,гнилой,гнилостный,1
373,гнилостный,гнилой,1
374,гнуткий,гнутый,1
375,гнутый,гнуткий,1
376,годовалый,годовой,1
377,годовой,годовалый,1
378,головашки,головешки,1
379,головешки,головашки,1
380,гоночный,гончий,1
381,гончий,гоночный,1
382,гончарный,гончарский,1
383,гончарский,гончарный,1
384,горделивый,гордый,1
385,гордый,горделивый,1
386,гордыня,гордость,1
387,гордость,гордыня,1
388,горло,горловина,1
389,горловина,горло,1
390,горний,горный,1
391,горный,горний,1
392,городничий,городовой,1
393,городовой,городничий,1
394,горючий,горячий,1
395,горячий,горючий,1
396,господний,господский,1
397,господский,господний,1
398,гостиничный,гостинный,1
399,гостинный,гостиничный,1
400,гражданский,гражданственный,1
401,гражданственный,гражданский,1
402,грамматический,грамматичный,1
403,грамматичный,грамматический,1
404,графический,графичный,1
405,графичный,графический,1
406,грецкий,греческий,1
407,греческий,грецкий,1
408,грибное,грибковое,1
409,грибковое,грибное,1
410,грозный,грозовой,1
411,грозовой,грозный,1
412,громкий,громовой,1
413,громовой,громкий,1
414,грубеть,грубить,1
415,грубить,грубеть,1
416,группа,группировка,1
417,группировка,группа,1
418,гуманизм,гуманность,1
419,гуманность,гуманизм,1
420,гуманный,гуманистический,1
421,гуманистический,гуманный,1
422,гусачий,гусячий,1
423,гусячий,гусачий,1
424,густеть,густить,1
425,густить,густеть,1
426,дар,дарственная,1
427,дарственная,дар,1
428,дарёный,даровой,1
429,даровой,дарёный,1
430,дармоедный,дармоедский,1
431,дармоедский,дармоедный,1
432,двигатель,движитель,1
433,движитель,двигатель,1
434,двинуть,сдвинуть,1
435,сдвинуть,двинуть,1
436,двоичный,двойной,1
437,двойной,двоичный,1
438,двойняшки,двояшки,1
439,двояшки,двойняшки,1
440,двойственный,двоякий,1
441,двоякий,двойственный,1
442,дворовый,придворный,1
443,придворный,дворовый,1
444,двуручный,двурушный,1
445,двурушный,двуручный,1
446,дегенерация,регенерация,1
447,регенерация,дегенерация,1
448,дедовский,дедушкин,1
449,дедушкин,дедовский,1
450,действенный,действительный,1
451,действительный,действенный,1
452,действие,действо,1
453,действо,действие,1
454,деквалификация,дисквалификация,1
455,дисквалификация,деквалификация,1
456,декларативный,декларационный,1
457,декларационный,декларативный,1
458,декоративный,декорационный,1
459,декорационный,декоративный,1
460,деловитый,деловой,1
461,деловой,деловитый,1
462,дельный,деляческий,1
463,деляческий,дельный,1
464,дельфиний,дельфиновый,1
465,дельфиновый,дельфиний,1
466,демобилизировать,мобилизировать,1
467,мобилизировать,демобилизировать,1
468,демократический,демократичный,1
469,демократичный,демократический,1
470,демократичность,демократия,1
471,демократия,демократичность,1
472,демонстративный,демонстрационный,1
473,демонстрационный,демонстративный,1
474,демонтаж,монтаж,1
475,монтаж,демонтаж,1
476,депрессия,репрессия,1
477,репрессия,депрессия,1
478,держать,содержать,1
479,содержать,держать,1
480,дерзать,дерзить,1
481,дерзить,дерзать,1
482,деспотизм,деспотия,1
483,деспотия,деспотизм,1
484,деспотический,деспотичный,1
485,деспотичный,деспотический,1
486,дефектный,дефективный,1
487,дефективный,дефектный,1
488,диалект,диалектизм,1
489,диалектизм,диалект,1
490,дивизион,дивизия,1
491,дивизия,дивизион,1
492,дидактический,дидактичный,1
493,дидактичный,дидактический,1
494,диктант,диктат,1
495,диктат,диктант,1
496,динамизм,динамика,1
497,динамика,динамизм,1
498,динамический,динамичный,1
499,динамичный,динамический,1
500,дипломант,дипломат,1
501,дипломат,дипломант,1
502,дипломатика,дипломатия,1
503,дипломатия,дипломатика,1
504,дипломатический,дипломатичный,1
505,дипломатичный,дипломатический,1
506,дифференциальный,дифференцированный,1
507,дифференцированный,дифференциальный,1
508,длинный,длительный,1
509,длительный,длинный,1
510,днище,дно,1
511,дно,днище,1
512,добавить,прибавить,1
513,прибавить,добавить,1
514,добавка,надбавка,1
515,надбавка,добавка,1
516,добровольный,добровольческий,1
517,добровольческий,добровольный,1
518,добрый,добротный,1
519,добротный,добрый,1
520,добычливый,добычный,1
521,добычный,добычливый,1
522,доверие,доверительность,1
523,доверительность,доверие,1
524,доверчивый,доверительный,1
525,доверительный,доверчивый,1
526,довольствие,довольство,1
527,довольство,довольствие,1
528,догматический,догматичный,1
529,догматичный,догматический,1
530,дождевой,дождливый,1
531,дождливый,дождевой,1
532,докучливо,докучно,1
533,докучно,докучливо,1
534,докучливый,докучный,1
535,докучный,докучливый,1
536,доминантный,доминантовый,1
537,доминантовый,доминантный,1
538,домовой,домовый,1
539,домовый,домовой,1
540,домоправление,домоуправление,1
541,домоуправление,домоправление,1
542,допуск,допущение,1
543,допущение,допуск,1
544,досадливо,досадно,1
545,досадно,досадливо,1
546,досадливый,досадный,1
547,досадный,досадливый,1
548,достигать,настигать,1
549,настигать,достигать,1
550,достоинство,достояние,1
551,достояние,достоинство,1
552,достойно,пристойно,1
553,пристойно,достойно,1
554,доходить,заходить,1
555,заходить,доходить,1
556,доходный,доходчивый,1
557,доходчивый,доходный,1
558,драматический,драматичный,1
559,драматичный,драматический,1
560,дружеский,дружественный,1
561,дружественный,дружеский,1
562,дудочный,дудчатый,1
563,дудчатый,дудочный,1
564,дуреть,дурить,1
565,дурить,дуреть,1
566,духовность,душевность,1
567,душевность,духовность,1
568,духовный,духовой,1
569,духовой,духовный,1
570,дыбом,на дыбы,1
571,на дыбы,дыбом,1
572,дымный,дымовой,1
573,дымовой,дымный,1
574,единичный,одиночный,1
575,одиночный,единичный,1
576,единоверный,единоверческий,1
577,единоверческий,единоверный,1
578,единовременный,одновременный,1
579,одновременный,единовременный,1
580,единообразие,однообразие,1
581,однообразие,единообразие,1
582,единственный,единый,1
583,единый,единственный,1
584,естественность,естество,1
585,естество,естественность,1
586,жабий,жабный,1
587,жабный,жабий,1
588,жавороночий,жавороночный,1
589,жавороночный,жавороночий,1
590,жалостливо,жалостно,1
591,жалостно,жалостливо,1
592,жалостливый,жалостный,1
593,жалостный,жалостливый,1
594,желанный,желательный,1
595,желательный,желанный,1
596,желтеть,желтить,1
597,желтить,желтеть,1
598,женский,женственный,1
599,женственный,женский,1
600,жестокий,жёсткий,1
601,жёсткий,жестокий,1
602,живой,животный,1
603,животный,живой,1
604,живучий,живительный,1
605,живительный,живучий,1
606,жизненный,житейский,1
607,житейский,жизненный,1
608,жилой,жилищный,1
609,жилищный,жилой,1
610,заблудиться,заблуждаться,1
611,заблуждаться,заблудиться,1
612,заботливый,заботный,1
613,заботный,заботливый,1
614,завидливый,завидный,1
615,завидный,завидливый,1
616,заводной,заводской,1
617,заводской,заводной,1
618,завоевательный,завоевательский,1
619,завоевательский,завоевательный,1
620,заживать,заживлять,1
621,заживлять,заживать,1
622,законодательный,законодательский,1
623,законодательский,законодательный,1
624,запасливый,запасный,1
625,запасный,запасливый,1
626,заразный,заразительный,1
627,заразительный,заразный,1
628,затруднённый,затруднительный,1
629,затруднительный,затруднённый,1
630,зачинатель,зачинщик,1
631,зачинщик,зачинатель,1
632,защитный,защитительный,1
633,защитительный,защитный,1
634,звериный,зверский,1
635,зверский,звериный,1
636,звучный,звуковой,1
637,звуковой,звучный,1
638,здравица,здравница,1
639,здравница,здравица,1
640,зеленеть,зеленить,1
641,зеленить,зеленеть,1
642,земляной,земной,1
643,земной,земляной,1
644,зернистый,зерновой,1
645,зерновой,зернистый,1
646,зимовник,зимовщик,1
647,зимовщик,зимовник,1
648,зло,злостно,1
649,злостно,зло,1
650,злобный,зловещий,1
651,зловещий,злобный,1
652,злой,злостный,1
653,злостный,злой,1
654,знамя,знамение,1
655,знамение,знамя,1
656,золотеть,золотить,1
657,золотить,золотеть,1
658,зрительный,зрительский,1
659,зрительский,зрительный,1
660,зубастый,зубатый,1
661,зубатый,зубастый,1
662,зубной,зубовой,1
663,зубовой,зубной,1
664,зубы,зубья,1
665,зубья,зубы,1
666,иголочный,игольчатый,1
667,игольчатый,иголочный,1
668,игральный,игорный,1
669,игорный,игральный,1
670,игривый,игристый,1
671,игристый,игривый,1
672,идеалистистический,идеалистичный,1
673,идеалистичный,идеалистистический,1
674,идиотический,идиотичный,1
675,идиотичный,идиотический,1
676,иждивенство,иждивенчество,1
677,иждивенчество,иждивенство,1
678,избирательный,избирательский,1
679,избирательский,избирательный,1
680,изнашиваемость,изношенность,1
681,изношенность,изнашиваемость,1
682,изобретательный,изобретательский,1
683,изобретательский,изобретательный,1
684,изуверный,изверуский,1
685,изверуский,изуверный,1
686,изыскательный,изыскательский,1
687,изыскательский,изыскательный,1
688,именной,именитый,1
689,именитый,именной,1
690,индейский,индийский,1
691,индийский,индейский,1
692,инженерный,инженерский,1
693,инженерский,инженерный,1
694,инновация,новация,1
695,новация,инновация,1
696,иноверный,иноверческий,1
697,иноверческий,иноверный,1
698,инородный,инородческий,1
699,инородческий,инородный,1
700,интеллигентный,интеллигентский,1
701,интеллигентский,интеллигентный,1
702,интранет,интернет,1
703,интернет,интранет,1
704,информативный,информационный,1
705,информационный,информативный,1
706,информация,информированность,1
707,информированность,информация,1
708,иронический,ироничный,1
709,ироничный,иронический,1
710,искательный,искательский,1
711,искательский,искательный,1
712,искусно,искусственно,1
713,искусственно,искусно,1
714,искусный,искусственный,1
715,искусственный,искусный,1
716,исполнительный,исполнительский,1
717,исполнительский,исполнительный,1
718,испытательный,испытательский,1
719,испытательский,испытательный,1
720,истерический,истеричный,1
721,истеричный,истерический,1
722,исток,источник,1
723,источник,исток,1
724,исторический,историчный,1
725,историчный,исторический,1
726,истребительный,истребительский,1
727,истребительский,истребительный,1
728,иструхляветь,иструхлявить,1
729,иструхлявить,иструхляветь,1
730,исходный,исходящий,1
731,исходящий,исходный,1
732,кабинетный,кабинетский,1
733,кабинетский,кабинетный,1
734,каменистый,каменный,1
735,каменный,каменистый,1
736,камчатный,Камчатский,1
737,Камчатский,камчатный,1
738,каннибал,Ганнибал,1
739,Ганнибал,каннибал,1
740,кардинальный,кардинальский,1
741,кардинальский,кардинальный,1
742,квадрант,квадрат,1
743,квадрат,квадрант,1
744,керосинный,керосиновый,1
745,керосиновый,керосинный,1
746,классный,классовый,1
747,классовый,классный,1
748,клёв,клюв,1
749,клюв,клёв,1
750,клеёночный,клеёнчатый,1
751,клеёнчатый,клеёночный,1
752,клеточный,клетчатый,1
753,клетчатый,клеточный,1
754,ковкий,ковочный,1
755,ковочный,ковкий,1
756,кожаный,кожный,1
757,кожный,кожаный,1
758,кокетка,кокотка,1
759,кокотка,кокетка,1
760,коллекторный,коллекторский,1
761,коллекторский,коллекторный,1
762,командированный,командировочный,1
763,командировочный,командированный,1
764,комитент,комитет,1
765,комитет,комитент,1
766,комический,комичный,1
767,комичный,комический,1
768,комфортный,комфортабельный,1
769,комфортабельный,комфортный,1
770,кондукторный,кондукторский,1
771,кондукторский,кондукторный,1
772,конный,конский,1
773,конский,конный,1
774,конфузливо,конфузно,1
775,конфузно,конфузливо,1
776,конфузливый,конфузный,1
777,конфузный,конфузливый,1
778,концепция,концепт,1
779,концепт,концепция,1
780,конъюнктура,конъектура,1
781,конъектура,конъюнктура,1
782,коптеть,коптить,1
783,коптить,коптеть,1
784,коренной,корневой,1
785,корневой,коренной,1
786,коричневый,коричный,1
787,коричный,коричневый,1
788,кормилица,кормильщица,1
789,кормильщица,кормилица,1
790,костный,костяной,1
791,костяной,костный,1
792,красочный,крашеный,1
793,крашеный,красочный,1
794,крестный,крёстный,1
795,крёстный,крестный,1
796,критический,критичный,1
797,критичный,критический,1
798,крокодилий,крокодиловый,1
799,крокодиловый,крокодилий,1
800,крючкотворный,крючкотворский,1
801,крючкотворский,крючкотворный,1
802,кулацкий,кулачный,1
803,кулачный,кулацкий,1
804,купальник,купальщик,1
805,купальщик,купальник,1
806,лавочнический,лавочный,1
807,лавочный,лавочнический,1
808,лакированный,лакировочный,1
809,лакировочный,лакированный,1
810,легальный,легитимный,1
811,легитимный,легальный,1
812,леденеть,леденить,1
813,леденить,леденеть,1
814,ледовый,ледяной,1
815,ледяной,ледовый,1
816,лесной,лесистый,1
817,лесистый,лесной,1
818,летальный,летательный,1
819,летательный,летальный,1
820,лирик,лирник,1
821,лирник,лирик,1
822,лирический,лиричный,1
823,лиричный,лирический,1
824,личный,личностный,1
825,личностный,личный,1
826,лобный,лобовой,1
827,лобовой,лобный,1
828,ловкий,ловчий,1
829,ловчий,ловкий,1
830,логический,логичный,1
831,логичный,логический,1
832,ломать,ломить,1
833,ломить,ломать,1
834,луковичный,луковый,1
835,луковый,луковичный,1
836,малахитный,малахитовый,1
837,малахитовый,малахитный,1
838,малопонятливый,малопонятный,1
839,малопонятный,малопонятливый,1
840,малоудачливый,малоудачный,1
841,малоудачный,малоудачливый,1
842,масленый,масличный,1
843,масличный,масленый,1
844,маслянистый,масляный,1
845,масляный,маслянистый,1
846,мастистый,маститый,1
847,маститый,мастистый,1
848,меланхолический,меланхоличный,1
849,меланхоличный,меланхолический,1
850,мелкотравный,мелкотравчатый,1
851,мелкотравчатый,мелкотравный,1
852,мелодика,мелодия,1
853,мелодия,мелодика,1
854,мелодический,мелодичный,1
855,мелодичный,мелодический,1
856,мелодраматический,мелодраматичный,1
857,мелодраматичный,мелодраматический,1
858,мельничий,мельничный,1
859,мельничный,мельничий,1
860,метафизический,метафизичный,1
861,метафизичный,метафизический,1
862,метод,методика,1
863,методика,метод,1
864,методистский,методический,1
865,методический,методистский,1
866,мечтательный,мечтательский,1
867,мечтательский,мечтательный,1
868,микроскопический,микроскопичный,1
869,микроскопичный,микроскопический,1
870,мистический,мистичный,1
871,мистичный,мистический,1
872,мифический,мифичный,1
873,мифичный,мифический,1
874,могильник,могильщик,1
875,могильщик,могильник,1
876,могучий,могущественный,1
877,могущественный,могучий,1
878,молодеть,молодить,1
879,молодить,молодеть,1
880,монистический,монистичный,1
881,монистичный,монистический,1
882,мороженый,морозный,1
883,морозный,мороженый,1
884,мудреть,мудрить,1
885,мудрить,мудреть,1
886,мужицкий,мужичий,1
887,мужичий,мужицкий,1
888,мучительный,мучительский,1
889,мучительский,мучительный,1
890,наблюдательный,наблюдательский,1
891,наблюдательский,наблюдательный,1
892,надувательный,надувательский,1
893,надувательский,надувательный,1
894,наёмничий,наёмный,1
895,наёмный,наёмничий,1
896,накрапливать,накрапывать,1
897,накрапывать,накрапливать,1
898,наличие,наличность,1
899,наличность,наличие,1
900,наполнить,пополнить,1
901,пополнить,наполнить,1
902,напоминание,упоминание,1
903,упоминание,напоминание,1
904,насильно,насильственно,1
905,насильственно,насильно,1
906,наследие,наследство,1
907,наследство,наследие,1
908,наследный,наследственный,1
909,наследственный,наследный,1
910,настоятельный,настоятельский,1
911,настоятельский,настоятельный,1
912,натуралистический,натуралистичный,1
913,натуралистичный,натуралистический,1
914,нафталан,нафталин,1
915,нафталин,нафталан,1
916,начертать,начертить,1
917,начертить,начертать,1
918,невежа,невежда,1
919,невежда,невежа,1
920,невинный,невиновный,1
921,невиновный,невинный,1
922,неврастенический,неврастеничный,1
923,неврастеничный,неврастенический,1
924,незаметливый,незаметный,1
925,незаметный,незаметливый,1
926,неизмеримый,несоизмеримый,1
927,несоизмеримый,неизмеримый,1
928,ненавистнический,ненавистный,1
929,ненавистный,ненавистнический,1
930,ненаглядный,неоглядный,1
931,неоглядный,ненаглядный,1
932,неорганический,неорганичный,1
933,неорганичный,неорганический,1
934,непонятливо,непонятно,1
935,непонятно,непонятливо,1
936,непонятливый,непонятный,1
937,непонятный,непонятливый,1
938,неприглядный,непроглядный,1
939,непроглядный,неприглядный,1
940,неприметливый,неприметный,1
941,неприметный,неприметливый,1
942,непроницаемый,непроницательный,1
943,непроницательный,непроницаемый,1
944,нестерпимо,нетерпимо,1
945,нетерпимо,нестерпимо,1
946,нестерпимый,нетерпимый,1
947,нетерпимый,нестерпимый,1
948,неудачливый,неудачный,1
949,неудачный,неудачливый,1
950,ниточный,нитчатый,1
951,нитчатый,ниточный,1
952,ныне,нынче,1
953,нынче,ныне,1
954,обвинительный,обвинительский,1
955,обвинительский,обвинительный,1
956,обвязать,обязать,1
957,обязать,обвязать,1
958,обделить,оделить,1
959,оделить,обделить,1
960,обеднеть,обеднить,1
961,обеднить,обеднеть,1
962,обезводеть,обезводить,1
963,обезводить,обезводеть,1
964,обезглаветь,обезглавить,1
965,обезглавить,обезглаветь,1
966,обезденежеть,обезденежить,1
967,обезденежить,обезденежеть,1
968,обездушеть,обездушить,1
969,обездушить,обездушеть,1
970,обезземелеть,обезземелить,1
971,обезземелить,обезземелеть,1
972,обезлошадеть,обезлошадить,1
973,обезлошадить,обезлошадеть,1
974,обезлюдеть,обезлюдить,1
975,обезлюдить,обезлюдеть,1
976,обезножеть,обезножить,1
977,обезножить,обезножеть,1
978,обезрыбеть,обезрыбить,1
979,обезрыбить,обезрыбеть,1
980,обесплодеть,обесплодить,1
981,обесплодить,обесплодеть,1
982,обессилеть,обессилить,1
983,обессилить,обессилеть,1
984,обжорливый,обжорный,1
985,обжорный,обжорливый,1
986,обзолотить,озолотить,1
987,озолотить,обзолотить,1
988,обидный,обидчивый,1
989,обидчивый,обидный,1
990,обличительный,обличительский,1
991,обличительский,обличительный,1
992,обогреть,огреть,1
993,огреть,обогреть,1
994,оболванеть,оболванить,1
995,оболванить,оболванеть,1
996,оборотливый,оборотный,1
997,оборотный,оборотливый,1
998,обоснование,основание,1
999,основание,обоснование,1
1000,обрывочный,обрывчатый,1
1001,обрывчатый,обрывочный,1
1002,обстоятельный,обстоятельственный,1
1003,обстоятельственный,обстоятельный,1
1004,обсудить,осудить,1
1005,осудить,обсудить,1
1006,обхватить,охватить,1
1007,охватить,обхватить,1
1008,овчарка,овчарня,1
